"년월","기관/유형","한국어","영어","일본어","중국어","베트남어","타갈로그어","몽골어","프랑스어","러시아어","우즈벡어","태국어","네팔어","인도네시아어","파키스탄어(우르두어)","아랍어","스페인어","기타언어","합계"
"202407","이메일","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202407","전화","49","107","11","102","9","200","0","0","36","0","0","0","0","0","0","0","0","514"
"202407","화상상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202406","SNS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202406","게시판","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202406","문자","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202406","방문","8","18","7","55","0","42","0","0","11","0","0","0","0","0","0","0","0","141"
"202406","이동상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202406","이메일","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"202406","전화","25","80","16","81","7","176","0","0","32","0","0","0","0","0","0","0","0","417"
"202406","화상상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202405","SNS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202405","게시판","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202405","문자","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202405","방문","16","26","10","27","0","24","0","0","10","0","0","0","0","0","0","0","0","113"
"202405","이동상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202405","이메일","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202405","전화","34","63","9","50","24","158","0","0","44","0","0","0","0","0","0","0","0","382"
"202405","화상상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202404","SNS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202404","게시판","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202404","문자","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202404","방문","8","30","8","48","1","42","0","0","13","0","0","0","0","0","0","0","0","150"
"202404","이동상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202404","이메일","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202404","전화","32","107","14","128","11","152","0","0","70","0","0","0","0","0","0","0","0","514"
"202404","화상상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202403","SNS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202403","게시판","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202403","문자","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202403","방문","5","19","18","39","0","6","0","0","3","0","0","0","0","0","0","0","0","90"
"202403","이동상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202403","이메일","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202403","전화","17","104","17","131","0","179","0","0","48","0","0","0","0","0","0","0","0","496"
"202403","화상상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202402","SNS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202402","게시판","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202402","문자","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"202402","방문","6","27","14","31","0","15","0","0","1","0","0","0","0","0","0","0","0","94"
"202402","이동상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202402","이메일","2","3","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","7"
"202402","전화","23","110","10","89","0","143","0","0","41","0","0","0","0","0","0","0","0","416"
"202402","화상상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202401","SNS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202401","게시판","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202401","문자","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202401","방문","16","32","12","1","0","23","0","0","8","0","0","0","0","0","0","0","0","92"
"202401","이동상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202401","이메일","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"202401","전화","17","51","7","57","0","84","0","0","54","0","0","0","0","0","0","0","0","270"
"202401","화상상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202312","SNS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","8"
"202312","게시판","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202312","문자","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202312","방문","7","16","10","2","0","32","0","0","7","0","0","0","0","0","0","4","0","78"
"202312","이동상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202312","이메일","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3"
"202312","전화","16","67","10","45","0","166","0","0","51","0","0","0","0","0","0","5","0","360"
"202312","화상상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202311","SNS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3"
"202311","게시판","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202311","문자","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202311","방문","5","14","9","10","0","40","0","0","8","0","0","0","0","0","0","8","0","94"
"202311","이동상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202311","이메일","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5"
"202311","전화","24","77","12","65","0","162","0","0","69","0","0","0","0","0","0","8","0","417"
"202311","화상상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202310","SNS","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","4"
"202310","게시판","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202310","문자","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202310","방문","11","14","6","6","0","35","0","0","10","0","0","0","0","0","0","12","0","94"
"202310","이동상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202310","이메일","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","7"
"202310","전화","13","35","9","80","0","161","0","0","75","0","0","0","0","0","0","8","0","381"
"202310","화상상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202309","SNS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2"
"202309","게시판","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202309","문자","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202309","방문","16","18","4","4","0","44","0","0","6","0","0","0","0","0","0","9","0","101"
"202309","이동상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202309","이메일","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3"
"202309","전화","18","33","11","64","0","109","0","0","52","0","0","0","0","0","0","13","0","300"
"202309","화상상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202308","SNS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3"
"202308","게시판","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202308","문자","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202308","방문","14","22","3","6","0","23","0","0","6","0","0","0","0","0","0","7","0","81"
"202308","이동상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202308","이메일","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"202308","전화","21","39","7","78","0","107","0","0","34","0","0","0","0","0","0","16","0","302"
"202308","화상상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202307","SNS","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"202307","게시판","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202307","문자","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"202307","방문","17","37","18","11","0","43","0","0","0","0","0","0","0","0","0","4","0","130"
"202307","이동상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202307","이메일","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"202307","전화","32","73","13","70","0","197","0","0","0","0","0","0","0","0","0","20","0","405"
"202307","화상상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202306","SNS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202306","게시판","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202306","문자","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"202306","방문","36","42","11","3","0","44","0","0","1","0","0","0","0","0","0","2","0","139"
"202306","이동상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202306","이메일","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"202306","전화","25","60","9","63","0","233","0","0","18","0","0","0","0","0","0","23","0","431"
"202306","화상상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202305","SNS","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"202305","게시판","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202305","문자","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202305","방문","7","37","8","5","2","29","0","0","14","1","0","0","0","0","0","3","0","106"
"202305","이동상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202305","이메일","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3"
"202305","전화","50","86","26","75","14","181","0","0","205","8","0","0","0","0","0","7","0","652"
"202305","화상상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202304","SNS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"202304","게시판","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202304","문자","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202304","방문","14","28","15","24","9","30","0","0","10","5","0","0","0","0","0","1","0","136"
"202304","이동상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202304","이메일","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","12"
"202304","전화","27","85","24","98","123","164","0","0","149","65","0","0","0","0","0","2","0","737"
"202304","화상상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202303","SNS","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","8","0","12"
"202303","게시판","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202303","문자","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","6"
"202303","방문","3","35","11","18","17","54","56","0","22","5","0","0","0","0","0","1","0","222"
"202303","이동상담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202303","이메일","1","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21"
